State,Year,RGDP,RPI,RPCE,GDP,PI,DPI,PCE,RPCPI,RPCPCE,PCPI,PCDPI,PCPCE,Employ.
Utah,2010,133739.1,101138.6,84859.2,118296.3,88940.5,81116.7,74728.6,36430,30567,32037,29218,26917,1620793
Utah,2011,138301.1,103644.8,84501.6,125137.8,95881.7,86697.8,78282.8,36769,29978,34015,30757,27772,1664413
Utah,2012,140622.5,108592.8,87428.8,129431.4,101928.1,91803.6,82173,37951,30555,35622,32084,28718,1706044
Utah,2013,145026.9,111380.8,90610.5,135344.3,105028,93752.1,85550.9,38286,31146,36102,32226,29407,1753374
Utah,2014,150076.3,116910.4,95301.5,142627.7,111056.4,98969.1,90645.5,39605,32284,37621,33527,30707,1803933
Utah,2015,155431.5,126146.1,99963.5,149762.1,119661.5,106142.6,94983.6,42042,33316,39881,35376,31656,1865934
Utah,2016,162528.2,132904.4,106008.5,159330.6,126540.6,111885.9,101149.4,43372,34595,41295,36513,33009,1933131
Utah,2017,172075,136627.2,109011.3,172075,134546.7,119407.3,107602.9,43696,34864,43030,38189,34413,1995267
Utah,2018,182106,147988.6,117829.2,186805.7,144645.5,128505.3,115404.2,46514,37035,45463,40390,36272,2069738
Utah,2019,192760.6,154961.5,121229.7,201312.2,155711.5,137708.7,122043.4,47931,37497,48163,42594,37749,2102960
Utah,2020,195323.2,170930.2,125782.1,206240.5,169991.6,150010.3,125439,52050,38302,51762,45678,38196,2135836
Utah,2021,211289.5,188929.4,142229.4,233320.9,194799.1,169047.8,146733.9,56578,42593,58328,50617,43936,2249689
Utah,2022,217848.8,187352.6,149523.5,261548.5,206055.7,176314.3,164179.1,55409,44222,60765,51995,48416,2339378
Utah,2023,226322.1,191734.1,152351.2,283230.8,222237.8,196522.9,174050.1,56100,44577,64544,57075,50549,2414466
Utah,2024,234300.6,NA,NA,299471.3,235907.4,209034.7,184559.3,NA,NA,67333,59663,52677,2433434
Vermont,2001,25681.8,NA,NA,19467.1,18797.4,16532,16489.8,NA,NA,30704,27003,26934,403836
Vermont,2002,26522.8,NA,NA,20383.5,19198.1,17182.1,17271.9,NA,NA,31194,27918,28064,405648
Vermont,2003,27548.1,NA,NA,21398.5,19945.8,18088.2,18282.3,NA,NA,32282,29276,29590,406047
Vermont,2004,28989.2,NA,NA,22986.3,21049.1,19127.1,19403.9,NA,NA,33955,30854,31301,413086
Vermont,2005,29283.2,NA,NA,23763,21477.4,19286,20536.5,NA,NA,34573,31046,33059,417100
Vermont,2006,29420.9,NA,NA,24507.1,22803.5,20354.4,21455,NA,NA,36609,32677,34444,421001
Vermont,2007,29296.6,NA,NA,25025.2,24063,21368.7,22332.4,NA,NA,38595,34273,35819,425046
Vermont,2008,30168.6,28313.3,25655,26140.4,25449.4,22740.5,23078.8,45363,41104,40774,36434,36976,424280
Vermont,2009,29565.7,27918.5,25531.5,26220,25216.4,23143.6,23089.7,44683,40862,40358,37041,36954,414213
Vermont,2010,30890.6,28864,26481.9,27478.3,25988.7,23828.5,23877.2,46082,42279,41491,38042,38120,413335
Vermont,2011,31663.6,29949.5,27241.9,28558.5,27547.8,24950.8,25092.6,47569,43269,43754,39630,39855,416949
Vermont,2012,31898.1,29952.8,27185.7,29325.6,28291.9,25699.9,25712.6,47492,43105,44858,40749,40769,421870
Vermont,2013,31494.6,29818.6,27258.8,29477.6,28666,25784.6,26238.4,47117,43072,45296,40743,41460,424997
Vermont,2014,31847.7,31246.1,28463.1,30359.4,29724.5,26684.2,27111.7,49294,44904,46894,42097,42772,429010
Vermont,2015,32042.9,31450.1,28211,31152.4,30598,27383,27492.6,49457,44363,48117,43061,43233,432560
Vermont,2016,32312.7,32220.9,28743.9,31840.2,31073.3,27754.9,27779.6,50630,45167,48827,43613,43651,433791
Vermont,2017,32589.2,31908.2,28574.3,32589.2,31960.2,28590,28687.9,49928,44711,50009,44736,44889,435861
Vermont,2018,32827.8,32442,29596.9,33482.6,33117.1,29770.8,30274.9,50637,46196,51691,46468,47254,437661
Vermont,2019,33339.4,33849.9,30021.2,34760.3,34838,31165.8,30955.1,52738,46773,54278,48556,48228,433446
Vermont,2020,32408.7,35069.4,28446.1,34572.3,37392.8,33633.9,30404.4,54546,44244,58156,52310,47287,409231
Vermont,2021,33584.3,36678.1,30955.4,37290.8,39552.8,35018.1,33297.8,56681,47838,61113,54106,51448,421139
Vermont,2022,34915.9,35147.2,30722.9,41211.2,41336.5,35754.8,36077.9,54314,47477,63777,55165,55664,431273
Vermont,2023,35499.4,37243,32784.2,43931.6,44058.6,39137.1,38423.1,57521,50635,67918,60331,59230,440495
Vermont,2024,36398.9,NA,NA,46276.1,46229.3,41044,40614.3,NA,NA,71287,63291,62629,444869
Virginia,2001,386444.7,NA,NA,285663.4,244314.3,208358.4,184913.4,NA,NA,33940,28945,25688,4417451
Virginia,2002,390242.4,NA,NA,294929.1,251357.7,220058.7,194876.7,NA,NA,34495,30199,26744,4421728
Virginia,2003,404522.2,NA,NA,311093.1,266325.2,235447.9,207100.9,NA,NA,36151,31960,28112,4467318
Virginia,2004,421744.4,NA,NA,331815.8,284687.3,252323.5,223429.3,NA,NA,38082,33753,29888,4587035
Virginia,2005,442089.5,NA,NA,357427,303288.9,265957.4,240687.1,NA,NA,40027,35100,31765,4700990
Virginia,2006,451263.1,NA,NA,376429.4,323553.8,282404.7,255282.2,NA,NA,42164,36802,33267,4781754
Virginia,2007,457568.9,NA,NA,391595.5,341200.3,297091.9,268547.9,NA,NA,44020,38329,34647,4869298
Virginia,2008,462034.7,386846.7,302674.6,402157.8,355506.4,309947.3,278381.6,49384,38639,45383,39567,35537,4870374
Virginia,2009,460075.3,384428.5,303184.4,409935.3,349465.4,312814.4,275960.2,48503,38252,44091,39467,34817,4758069
Virginia,2010,475699.3,389491.6,306709.1,425490.8,364677.9,325496.5,287569.7,48534,38219,45442,40560,35834,4743177
Virginia,2011,479571.4,402526.5,310657.7,433683.7,385635.1,340027,298041.6,49646,38315,47563,41937,36759,4802651
Virginia,2012,483041.4,415618.4,316656.2,445008.5,402072.1,356231.8,306745.6,50701,38629,49049,43457,37420,4856833
Virginia,2013,488741.3,402518.1,316407.4,456911.6,398579.8,348961.5,313709.5,48671,38259,48195,42195,37932,4898617
Virginia,2014,488918.6,413271.3,321863.1,465601.7,414710.1,362726.7,323397.4,49587,38620,49760,43523,38804,4953436
Virginia,2015,498943.6,430399.8,327866.6,485540.9,433088.2,376673.5,330467.2,51296,39076,51617,44893,39386,5060270
Virginia,2016,505107.7,441055.9,335678.6,499032.4,444691.4,386860.4,339172.4,52225,39748,52656,45808,40161,5156659
Virginia,2017,515167.2,457656.4,345020.5,515167.2,462372.2,402867.4,349392.3,53823,40576,54377,47379,41090,5229126
Virginia,2018,527767.5,461792.7,350102.5,537158.3,479766.6,419465.7,364477.2,54027,40960,56130,49075,42642,5299069
Virginia,2019,541028,485394.5,362852.2,561701.8,501770.8,436508.3,375793,56458,42204,58362,50771,43710,5329257
Virginia,2020,535224.4,503138.6,351207.2,566101.5,530771.6,465233.2,371455.2,58253,40662,61449,53861,43004,5224978
Virginia,2021,565790.7,521083.1,374579.7,616187.9,582077.9,506349.3,417773.7,60190,43267,67223,58477,48248,5392125
Virginia,2022,579301.8,511101.4,384258,665624.7,604039.5,510816.7,455588.1,58889,44274,69562,58827,52466,5540662
Virginia,2023,599261,530512.8,400453.6,722767.4,645405.9,563904.3,486636.5,60869,45946,73890,64559,55713,5716975
Virginia,2024,613708.7,NA,NA,761733.8,681552.2,595770.1,513019.4,NA,NA,77351,67615,58224,5773598
Washington,2001,317860.6,NA,NA,237978.2,197445.7,173357.9,156985.3,NA,NA,32986,28962,26227,3515729
Washington,2002,321977.1,NA,NA,245629.8,201073.1,180733.6,162779.9,NA,NA,33222,29862,26895,3489176
Washington,2003,327645.2,NA,NA,254720.2,209167.8,190017.3,171974.9,NA,NA,34267,31129,28174,3516324
Washington,2004,335449.3,NA,NA,267423.9,224342.9,205163.5,183481.6,NA,NA,36309,33205,29696,3585288
Washington,2005,358396.3,NA,NA,293402,232783.8,210568.1,195664.6,NA,NA,37202,33652,31270,3687833
Washington,2006,372145,NA,NA,314190.8,253199.9,227444.9,209686.6,NA,NA,39744,35701,32914,3798218
Washington,2007,394221.9,NA,NA,341712.3,274770.4,245244.8,222210.3,NA,NA,42524,37954,34389,3924866
Washington,2008,401093.2,310770,249249.8,352460.7,289381.1,260539.4,232285.5,47357,37982,44098,39703,35397,3954871
Washington,2009,390814,299091.6,246812.2,349945.4,277889.8,256416.2,229607.5,44859,37018,41679,38458,34437,3815623
Washington,2010,403471.3,307765.6,255029.5,363544.2,285436.7,262234.4,236856.5,45638,37818,42327,38886,35123,3771422
Washington,2011,411575.7,316238.7,258710.2,377518.8,302460.8,274208.7,247788.1,46296,37874,44279,40143,36275,3814269
Washington,2012,426447,335705.6,264977.1,398358.5,324882.7,295266.1,256777.8,48620,38377,47053,42763,37189,3909118
Washington,2013,439472.2,337698.1,271619.2,416924.1,330952.6,297401.9,266531.7,48415,38942,47448,42638,38212,3991747
Washington,2014,456186.5,352660.3,277352,439851.2,355276.6,318181.6,279767.5,49888,39235,50259,45011,39577,4094370
Washington,2015,476715.4,371323.6,287537.8,467590.6,376360.8,334638.6,291926.6,51706,40039,52408,46598,40650,4199164
Washington,2016,495724.9,383757.3,295739.9,489790.2,397270.6,351840.5,306811.4,52449,40419,54296,48087,41933,4313722
Washington,2017,527169.4,394607.9,303106.9,527169.4,423017.2,375839.4,325690,52986,40699,56800,50465,43732,4432271
Washington,2018,561785.7,413969.6,316402.1,570337.8,451609.2,403282.5,345880.5,54838,41913,59824,53422,45818,4537842
Washington,2019,588794.4,434333.6,323178.1,608643.4,484540.9,431565.8,361208,56858,42307,63431,56496,47285,4591912
Washington,2020,587167.8,464180.3,316326.4,617739.1,522862.2,467240.9,357282.3,60091,40951,67665,60467,46237,4435243
Washington,2021,626122.2,482070.8,342051.8,683367,572644.9,504248.7,405314.3,62272,44185,73949,65117,52341,4574704
Washington,2022,643017.6,461585.1,347964.1,741002.8,592733,514289,444636.1,59296,44700,76049,65984,57048,4755477
Washington,2023,670977.8,483701.5,361524.8,801455.5,637129.4,568411.8,472272.7,61911,46273,81087,72342,60106,4868377
Washington,2024,702232.3,NA,NA,856013.6,677934.6,605716.6,500064.4,NA,NA,85187,76112,62837,4904120
West Virginia,2001,63599.8,NA,NA,44105.1,42750.3,38158,36407.6,NA,NA,23731,21181,20210,872546
West Virginia,2002,64465.7,NA,NA,45627.4,44243.2,40177.2,37913.6,NA,NA,24506,22254,21000,871215
West Virginia,2003,65106.8,NA,NA,47230.4,44952.8,41105.2,39592.6,NA,NA,24804,22681,21847,868312
West Virginia,2004,66077.6,NA,NA,49865.9,46551.2,42725.8,41954.5,NA,NA,25628,23522,23097,879273
West Virginia,2005,67888.8,NA,NA,53814.3,48854.3,44433,44161.5,NA,NA,26836,24407,24258,890760
West Virginia,2006,68900,NA,NA,57204.1,52147,47327.9,46132.8,NA,NA,28528,25892,25238,902913
West Virginia,2007,69374.1,NA,NA,59480.4,54184.7,48934.7,48124.8,NA,NA,29544,26681,26240,915643
West Virginia,2008,70966.8,74258.9,64239,62978.7,57958.9,52090.3,50179.6,40351,34907,31494,28305,27267,918376
West Virginia,2009,70886.5,76036.2,66281,64040.1,58487.5,53571.2,51048.4,41150,35871,31653,28992,27627,899067
West Virginia,2010,71823.8,75391.4,66240.7,66160.4,60532.1,55430.1,53259.1,40655,35721,32642,29891,28720,899510
West Virginia,2011,73175.2,77458.5,67273.2,69367.6,64059,57990.1,55714.2,41705,36221,34490,31223,29997,909060
West Virginia,2012,73124.5,77707.7,67767.9,70303.1,65488.4,59669.6,57188.1,41807,36460,35233,32103,30768,918958
West Virginia,2013,73949,75509,67492.6,71758.6,65152.6,58977.3,58309.6,40671,36353,35093,31766,31407,914247
West Virginia,2014,74111.3,77071.2,68295,73042.6,67156.8,60689.3,59585.7,41594,36857,36243,32753,32157,911678
West Virginia,2015,74261.4,77820.9,69421,71713.4,68437.8,61774.5,61153,42150,37601,37068,33459,33122,904270
West Virginia,2016,73513.3,77291.9,71348.4,71248.9,68067.9,61658.9,62968.6,42099,38862,37075,33584,34298,890209
West Virginia,2017,75172.4,79711.4,71914.2,75172.4,70797.6,64273.2,64022,43732,39454,38841,35262,35124,888822
West Virginia,2018,77406.5,81513.8,72833.7,79794.3,74235,67802.2,66466.4,45021,40227,41001,37448,36710,898085
West Virginia,2019,77162.2,83892.3,74054.3,80242.4,76725,69899.4,67853.8,46595,41131,42615,38823,37687,881641
West Virginia,2020,74729.6,88204.7,73424.9,77536.5,80440.3,73907.9,67127.9,49233,40984,44897,41251,37467,840998
West Virginia,2021,76230.8,88032.9,74581.3,87178.8,87322.5,79905.1,73990.9,49311,41776,48903,44749,41437,864560
West Virginia,2022,77549.1,86003.1,77079,98824.1,88990.1,79356.3,79760.7,48479,43448,50160,44730,44958,885183
West Virginia,2023,80364.9,86502.1,77874.9,101479.9,93771,85283.9,84627.3,48869,43995,52963,48170,47799,904532
West Virginia,2024,82716.5,NA,NA,106475.1,97970.7,89285,89005.7,NA,NA,55351,50444,50286,914033
Wisconsin,2001,252941.8,NA,NA,188662.8,166593.2,144424.5,130433.5,NA,NA,30812,26711,24124,3403719
Wisconsin,2002,257966.9,NA,NA,195541.5,171010,151497.8,135786.6,NA,NA,31406,27822,24937,3395194
Wisconsin,2003,265745.8,NA,NA,203814,175794.3,157031.4,143467.5,NA,NA,32084,28660,26184,3413427
Wisconsin,2004,275412.4,NA,NA,216370.4,183721.4,164664,152103.7,NA,NA,33319,29863,27585,3467823
Wisconsin,2005,282065.7,NA,NA,226937.5,189779.2,168712.5,160323.9,NA,NA,34218,30420,28907,3511454
Wisconsin,2006,287146.6,NA,NA,237571.9,201058.4,177637.8,168429.6,NA,NA,36047,31848,30197,3547006
Wisconsin,2007,289855.2,NA,NA,245837.7,210529.9,185752.5,174884,NA,NA,37522,33106,31169,3585326
Wisconsin,2008,286204.7,263753.5,216733.5,246493,219194.5,193376.8,180266,46757,38421,38857,34281,31956,3572816
Wisconsin,2009,277279.4,258383.6,213008.4,246323.8,216211.9,195506.2,178468.8,45576,37573,38138,34485,31480,3444538
Wisconsin,2010,287652.9,259228.3,215229,256159.5,222260.9,200847.9,184793.5,45542,37812,39048,35286,32465,3426369
Wisconsin,2011,293664,269994.4,220156.5,265444,234631.6,209758,191591.3,47257,38534,41067,36714,33534,3474372
Wisconsin,2012,299007.6,274484.7,218771.8,276253.4,244508.3,218843.8,195140.7,47867,38151,42639,38163,34030,3499342
Wisconsin,2013,301550.5,273572.1,222283.7,283791.4,245762.3,217673.1,199941.2,47515,38607,42685,37806,34727,3539199
Wisconsin,2014,309425.8,280358.3,227091.2,296169.9,255165.3,226522.3,206949.5,48515,39297,44156,39199,35812,3585944
Wisconsin,2015,315687.8,293608.2,233762.9,308304.5,266132,234745.6,212242,50670,40342,45928,40512,36628,3624473
Wisconsin,2016,319272.3,296208.4,238358.4,315420,270846.6,238235.6,218417.9,50958,41006,46595,40985,37575,3657732
Wisconsin,2017,321886.8,302158.3,243678.9,321886.8,281979.5,249551.8,227938.3,51768,41749,48311,42755,39052,3678859
Wisconsin,2018,328832.4,309369.2,247075.3,335144.3,295996.8,263392.8,236881.7,52802,42170,50520,44955,40430,3721096
Wisconsin,2019,333256.8,315503.8,249579.6,346906.6,307947.5,272661.1,244056.1,53655,42443,52370,46369,41504,3717587
Wisconsin,2020,324014.4,338035.3,246261.9,344691,327298.4,292944.7,238927.8,57326,41763,55499,49674,40514,3581288
Wisconsin,2021,334848.6,350422.2,264260,368997.3,357005.4,317684.7,268836.3,59596,44942,60699,54013,45708,3682367
Wisconsin,2022,341875.2,340655.3,274093.1,403570.3,365050.1,316305.3,294264,57831,46531,61831,53575,49842,3767253
Wisconsin,2023,347108.2,342612.8,277136.9,431913.9,384719.8,341208.9,310911,57962,46885,64872,57536,52427,3841837
Wisconsin,2024,354382.1,NA,NA,453298.6,403888.3,357899.6,326096.4,NA,NA,67755,60040,54705,3867941
Wyoming,2001,28338.1,NA,NA,18741.7,15440.8,13480.3,11806.2,NA,NA,31215,27252,23867,330130
Wyoming,2002,28901.3,NA,NA,19160.8,15905.3,14289,12308.2,NA,NA,31810,28577,24616,334129
Wyoming,2003,29806.6,NA,NA,21199,16937.2,15401.7,13098.6,NA,NA,33642,30592,26018,336769
Wyoming,2004,30780.1,NA,NA,23418.1,18287.4,16670.1,14131,NA,NA,35921,32744,27757,343760
Wyoming,2005,32463.1,NA,NA,27530.2,20004.4,17923.1,15251.4,NA,NA,38907,34859,29663,354384
Wyoming,2006,36655.6,NA,NA,32692.2,22895.5,20126.5,16490.2,NA,NA,43805,38507,31550,370331
Wyoming,2007,39504.8,NA,NA,36912.8,24408.3,21354.9,17943.9,NA,NA,45634,39925,33548,388463
Wyoming,2008,41641.2,31798.3,21948,42694.6,27002.5,23836.3,18653.2,58234,40195,49451,43653,34161,398989
Wyoming,2009,40599.6,29028.2,21817,36282.2,24912.8,22905.9,18747.7,51850,38969,44499,40914,33487,387490
Wyoming,2010,39135.8,30338,22205.7,37567.5,26185.4,23848.2,19193,53752,39344,46395,42254,34006,385075
Wyoming,2011,38929.8,31718.2,22424.3,39615.1,28699.9,26059.7,20319.1,55956,39560,50631,45973,35846,390340
Wyoming,2012,38085,33932.4,23316.9,38679.3,30844.4,27480.5,21223.3,58962,40516,53597,47751,36879,396724
Wyoming,2013,38408.7,32960.5,23502.5,39365.6,30694.1,27277.9,21914.2,56737,40456,52835,46955,37722,400510
Wyoming,2014,39287.2,34582.4,24291.6,40573.9,32679.6,29090.1,22984.5,59526,41813,56251,50073,39563,406401
Wyoming,2015,40063.9,34774.3,24528.5,38624.8,32755.6,29232,23143.3,59579,42024,56120,50083,39651,406045
Wyoming,2016,37853.5,32431.4,24505.4,36105.9,31090.1,27991,23542.4,55723,42105,53419,48094,40450,398144
Wyoming,2017,37620.3,33506.7,24589.8,37620.3,32487.4,29163.1,23897.6,58147,42673,56378,50609,41472,398968
Wyoming,2018,37977.2,36180.7,26160.3,39614.5,34025.2,30817.8,24652.3,62947,45513,59197,53616,42890,404591
Wyoming,2019,38577.1,36595.1,25934.5,40029.5,35585.6,32040,25266,63607,45078,61853,55690,43916,407870
Wyoming,2020,36463.5,39239.9,26696.2,36982.7,37602.9,33625,25667.8,67929,46214,65093,58207,44432,401439
Wyoming,2021,37182.6,41320.3,28643.9,42410.6,41420.5,36332.1,28581.3,71298,49425,71459,62681,49309,419797
Wyoming,2022,37690.6,41771.6,29407.1,49570.4,45259.3,39479.6,31303.7,71818,50560,77768,67837,53788,430968
Wyoming,2023,39843.2,43813,30381.5,51350.1,48583,43543.9,33104.2,75015,52018,83038,74426,56582,449620
Wyoming,2024,39780.7,NA,NA,51498.1,50815.4,45458.9,34988.4,NA,NA,86477,77361,59543,447255
