State,Year,RGDP,RPI,RPCE,GDP,PI,DPI,PCE,RPCPI,RPCPCE,PCPI,PCDPI,PCPCE,Employ.
United States,2001,14230726,NA,NA,10581929,8990104,7752177,7073801,NA,NA,31548,27204,24823,165522200
United States,2002,14472712,NA,NA,10929108,9146700,8095517,7348940.8,NA,NA,31801,28146,25550,165095100
United States,2003,14877312,NA,NA,11456450,9474684,8472238,7740749.4,NA,NA,32659,29204,26682,165921500
United States,2004,15449757,NA,NA,12217196,10008929,8961305,8231960.2,NA,NA,34183,30605,28114,168839700
United States,2005,15987957,NA,NA,13039197,10540800,9329615,8769066.1,NA,NA,35669,31571,29674,172338400
United States,2006,16433148,NA,NA,13815583,11291446,9935978,9277235.6,NA,NA,37843,33300,31092,175868600
United States,2007,16762445,NA,NA,14474228,11925044,10434213,9746593.5,NA,NA,39588,34639,32356,179543700
United States,2008,16781485,13932319.4,11270735.8,14769862,12423410,10917599,10050083.4,45816,37063,40854,35902,33049,179213900
United States,2009,16349110,13560629.2,11123596.9,14478067,12058253,10907346,9891218.5,44204,36260,39307,35555,32243,173636700
United States,2010,16789750,13862567.5,11335603.3,15048971,12547501,11311497,10260256.2,44808,36640,40557,36562,33164,172901700
United States,2011,17052410,14331132.5,11528483.8,15599732,13299818,11848163,10698857,45957,36969,42650,37994,34309,176091700
United States,2012,17442759,14709774.5,11686117.9,16253970,13905749,12398279,11047363.2,46796,37177,44238,39442,35145,178979700
United States,2013,17812167,14682820.3,11889925.2,16880683,14063283,12387353,11388233.3,46358,37540,44402,39111,35956,182328100
United States,2014,18261714,15216230.2,12226445.7,17608138,14778160,12994137,11874450.4,47661,38296,46289,40701,37194,186239800
United States,2015,18799622,15896447.7,12638789,18295019,15467113,13527926,12297437.8,49396,39273,48062,42036,38213,190325800
United States,2016,19141672,16162029.4,12949012.2,18804913,15884741,13927450,12726848.8,49828,39923,48974,42939,39238,193425900
United States,2017,19612102,16658962,13290625.5,19612102,16658962,14611591,13290625.5,51006,40693,51006,44737,40693,196394100
United States,2018,20193896,17163074,13654925.4,20656516,17514402,15442207,13934441.7,52242,41564,53311,47004,42415,200292200
United States,2019,20715671,17727562,13948133,21539982,18349584,16153039,14437543,53683,42238,55567,48915,43720,201622200
United States,2020,20284500,18731605.3,13594721.8,21375281,19613059,17366916,14231353.2,56501,41006,59151,52377,42920,195278600
United States,2021,21532407,19641720.3,14787232.3,23725645,21484168,18788417,16119681.9,59153,44533,64692,56575,48539,202705100
United States,2022,22075931,19013960,15236191.5,26054614,22144814,18904548,17690013.4,57052,45717,66298,56598,52961,210466200
United States,2023,22723719,19404131.7,15621697.3,27811517,23577208,20744093,18833149.9,57937,46644,70002,61591,55917,216347200
United States,2024,23358435,NA,NA,29298013,24897613,21912002,19896009.2,NA,NA,73204,64426,58499,218181200
Alabama,2001,168448.3,NA,NA,123534.5,111894.1,99375,93232.7,NA,NA,25046,22243,20868,2376053
Alabama,2002,172430.4,NA,NA,128380.9,115007.7,103906.5,97220.1,NA,NA,25671,23193,21700,2364829
Alabama,2003,178040,NA,NA,135212.6,120241,109568.8,102106.6,NA,NA,26700,24330,22673,2371429
Alabama,2004,189913.7,NA,NA,148379.1,128606.3,117627.3,108428.7,NA,NA,28385,25962,23932,2425650
Alabama,2005,197246.5,NA,NA,158677.3,136087.5,123206.1,115631.1,NA,NA,29780,26961,25303,2486829
Alabama,2006,199923.9,NA,NA,166048.2,144719,130008,121487.4,NA,NA,31264,28086,26245,2545547
Alabama,2007,202025.5,NA,NA,172247,151942.6,136204.2,126916.4,NA,NA,32516,29148,27160,2604108
Alabama,2008,200967.4,199308.2,164093.5,174665.6,157780.3,141827.1,130009.5,42242,34779,33441,30060,27555,2582600
Alabama,2009,194192.1,199810.9,164430.3,170876.5,155666.9,143231,128265.5,41995,34559,32717,30104,26958,2479511
Alabama,2010,199455,199934.3,163000.8,177510.7,162068.8,148862.1,132314.4,41757,34043,33848,31090,27634,2460305
Alabama,2011,201372.8,201384.9,163835.5,182896.7,167882.2,152835.4,136772.4,41846,34043,34884,31757,28420,2497974
Alabama,2012,203675.5,201397.8,163555,188280.7,172101.5,157273.8,139950.6,41612,33793,35559,32495,28916,2503656
Alabama,2013,206962.9,201172.1,166493.3,193981.5,173720.7,157600,143956.7,41349,34221,35706,32393,29589,2523020
Alabama,2014,206070,205291.8,169501.8,197064.4,179487.1,162978.1,148385.6,42001,34679,36722,33344,30359,2552256
Alabama,2015,208950.3,215147.9,175050.6,203113.3,187474.7,169520.5,152790.5,43826,35658,38189,34531,31123,2587641
Alabama,2016,212862.8,214859.9,177257.9,208824.3,190871.8,172173.6,157806.1,43568,35943,38704,34912,31999,2619761
Alabama,2017,216615.5,220235.9,181495.6,216615.5,197963.8,179134.7,163523.4,44464,36643,39968,36166,33014,2649222
Alabama,2018,220808.8,231109.9,190026.5,226263.8,205674.2,187334.2,169460.2,46435,38180,41324,37639,34048,2692424
Alabama,2019,225272.8,235847.2,193730,234798.2,215151.8,195198.8,177059.6,47134,38717,42998,39010,35385,2712014
Alabama,2020,223025.5,252516.5,191907.5,235859,230878.4,210594.6,176055.2,50183,38138,45872,41842,34980,2670980
Alabama,2021,233951.1,266191.4,207240.1,260325,255682.3,231762.8,199043.3,52707,41035,50638,45901,39421,2769117
Alabama,2022,239846.6,256889.2,211069.8,286873.3,262425.8,232892.4,215819.9,50630,41599,51697,45879,42516,2857149
Alabama,2023,248313.7,255620.7,209835.3,309543.8,279484.6,253546.6,230469.1,50039,41076,54612,49543,45034,2931413
Alabama,2024,255629.4,NA,NA,325345.1,295590.5,268183.1,242905.3,NA,NA,57311,51997,47096,2969241
Alaska,2001,40014.4,NA,NA,28660.9,21287.1,18968.7,18123.5,NA,NA,33591,29933,28599,394565
Alaska,2002,41904.7,NA,NA,29884.5,22331.5,20293,19432.2,NA,NA,34766,31592,30252,402192
Alaska,2003,41235,NA,NA,32115.8,23372.1,21450.3,20557.2,NA,NA,36045,33081,31704,405625
Alaska,2004,42880.1,NA,NA,35389.5,24429.2,22543.5,21847.5,NA,NA,37054,34194,33138,413869
Alaska,2005,44406.8,NA,NA,40459.9,26019.6,23868,23354.8,NA,NA,39013,35787,35017,421422
Alaska,2006,47546.2,NA,NA,44951.7,27696.2,25276.3,24275.1,NA,NA,41013,37430,35947,431321
Alaska,2007,50126.7,NA,NA,49456.4,29761.3,26972.1,25617,NA,NA,43747,39647,37656,439844
Alaska,2008,49926.6,35489.4,28865.5,55246.7,32860.7,29693.1,26749.3,51624,41989,47800,43193,38911,443602
Alaska,2009,54951.9,34976.6,28761.4,50165.9,32995.4,30530.9,27166.7,50046,41153,47211,43684,38871,442505
Alaska,2010,53652,37928.9,30555.8,53654,35374.3,32703.9,28537.5,53121,42794,49543,45803,39968,443940
Alaska,2011,54045.5,39548.5,31230.3,56912.3,37870.6,34789.2,29947.6,54737,43225,52415,48150,41449,450420
Alaska,2012,57087.4,40261.6,32002.7,58320.7,38997.1,35945.3,31039.1,55069,43773,53340,49166,42455,459282
Alaska,2013,54627.6,39493.9,32394.9,57533,38565.1,35184.4,31673.2,53511,43892,52252,47672,42915,461205
Alaska,2014,53303.3,40913.7,32817.5,56587.4,40642.1,37075.5,32641.4,55466,44490,55098,50263,44251,461371
Alaska,2015,53681.1,41763.3,33095.6,51574.2,41918.6,38075.3,33274.4,56504,44777,56714,51514,45019,461707
Alaska,2016,53463.9,40448.3,33216.1,51121.8,41285.5,37704.1,33976.4,54410,44682,55536,50719,45704,457142
Alaska,2017,53550.9,40068.6,33306.8,53550.9,41919.4,38525.4,34926.8,54005,44892,56500,51925,47075,455550
Alaska,2018,52479.6,40876.8,33814.2,54762,43522.7,40309.8,36077.1,55410,45837,58997,54642,48904,454776
Alaska,2019,52377.5,41763.5,34572.5,54549.6,44459.7,40998.2,36873,56835,47049,60504,55794,50180,454794
Alaska,2020,50901.3,42869.1,33062.4,51861.7,45375.8,42058.1,35109.8,58487,45108,61903,57377,47898,430889
Alaska,2021,51764,42273,34829.2,59363,48327.1,44499.1,39764.6,57520,47392,65803,60591,54144,443016
Alaska,2022,50509.1,42764.7,36670.1,65682.5,50793.7,45988.3,43454.4,58320,50009,69160,62617,59166,454025
Alaska,2023,54183.8,42881.9,37640.6,68232.7,53322,49095.2,46417.7,58470,51323,72398,66659,63024,467104
Alaska,2024,55945.7,NA,NA,71567.2,56423.1,51952.3,49112.4,NA,NA,76234,70193,66356,474188
Arizona,2001,230885.6,NA,NA,172899.6,142097.8,124820.6,127277.9,NA,NA,26946,23670,24135,2829002
Arizona,2002,238257.1,NA,NA,180844.5,147455.2,132597,133667.9,NA,NA,27325,24572,24770,2847070
Arizona,2003,253743.1,NA,NA,194318,156408.8,141828.8,142860.7,NA,NA,28384,25739,25926,2917095
Arizona,2004,264990,NA,NA,207246.3,170443,154311.8,155367,NA,NA,30154,27300,27487,3041449
Arizona,2005,283806.2,NA,NA,227997.8,187724.9,167738.1,170011.9,NA,NA,32150,28727,29116,3219799
Arizona,2006,296424.4,NA,NA,246061.1,207762.6,184940.1,184063.5,NA,NA,34460,30674,30529,3375196
Arizona,2007,306611.6,NA,NA,261152.8,219579.1,195625.4,194363.4,NA,NA,35602,31718,31513,3465065
Arizona,2008,302277.9,244724.1,216145.7,261005.8,223495.1,201198.3,197557.7,38967,34416,35586,32036,31456,3402806
Arizona,2009,277412.4,232419.1,208707.6,244862.2,212283.6,195955.8,190868.2,36641,32903,33467,30892,30090,3228516
Arizona,2010,282252.5,237914.3,215882.4,250527,216223.6,198815.2,196474,37167,33725,33778,31059,30693,3181563
Arizona,2011,290411.3,247442.2,221402.7,261691.4,227203.3,206128.2,203580.7,38404,34362,35263,31992,31596,3239037
Arizona,2012,297077.3,255433.5,226505.7,272703.3,236431.4,214865.8,209936.3,39287,34837,36364,33047,32289,3295532
Arizona,2013,298859.9,257087.1,230026.9,278679.5,242030.3,218160.9,216830,39214,35087,36918,33277,33074,3371101
Arizona,2014,301721.2,267086.1,237768.6,286676,253711.6,228628,226151.5,40285,35863,38268,34484,34111,3448146
Arizona,2015,308582.8,281347.5,246519.2,298942.2,267474.1,239543.4,234755.7,41957,36763,39888,35723,35009,3547647
Arizona,2016,319008.4,289273.8,251483.4,313787.1,279696.7,250636.5,243679.6,42582,37019,41173,36895,35871,3644791
Arizona,2017,333099,304434.3,264659.3,333099,297261.5,266666,259029.1,44298,38511,43255,38803,37691,3740747
Arizona,2018,346398.3,318218.3,275644.2,353671,315459,283699.5,273816.1,45693,39580,45297,40736,39317,3854741
Arizona,2019,359576.7,333868,283289.2,375376.7,337257.2,302209,286698.1,47239,40082,47718,42759,40565,3929587
Arizona,2020,366588,361266.1,281220.9,390503.2,374282.4,337421.5,292116.6,50269,39131,52077,46948,40644,3919887
Arizona,2021,396457.5,394399.4,318965.7,438136,415893.1,370827.1,336226.5,54232,43859,57175,50979,46223,4085773
Arizona,2022,413798.8,374592.8,321902.1,488722.2,435718.7,381150.3,373787.8,50856,43703,59060,51663,50665,4250495
Arizona,2023,427644,381769.1,328923,530105,471040.2,424244,399443.7,51373,44262,63032,56770,53451,4404247
Arizona,2024,446968.2,NA,NA,570088.6,498903.6,449934.1,426211.4,NA,NA,65798,59339,56211,4457506
Arkansas,2001,95528.7,NA,NA,71099.6,64168.6,57065.8,52796.3,NA,NA,23841,21202,19615,1482587
Arkansas,2002,98556.6,NA,NA,74453.1,65698.8,59393.7,54843.4,NA,NA,24280,21949,20268,1478920
Arkansas,2003,102948,NA,NA,79009.7,69656.4,63652.8,57788.1,NA,NA,25564,23360,21208,1482026
Arkansas,2004,108581.8,NA,NA,85928.6,74308.7,68042.8,61297.4,NA,NA,27024,24746,22293,1505086
Arkansas,2005,112451.1,NA,NA,91133.4,77990.4,70833,65560.6,NA,NA,28043,25469,23574,1537671
Arkansas,2006,114890.4,NA,NA,96073.7,82891.6,75056.5,69198.3,NA,NA,29376,26599,24523,1567665
Arkansas,2007,114026.7,NA,NA,98325,88410.7,79532.9,72561.3,NA,NA,31036,27920,25472,1582826
Arkansas,2008,113628,117807.7,95712.4,100206.7,92435.6,83120.6,75160.6,40983,33296,32157,28916,26147,1579250
Arkansas,2009,109833.1,118683.5,97029.3,97783.9,90992.3,83435.7,74484.9,40970,33495,31411,28802,25712,1542904
Arkansas,2010,113000.9,117680.3,96705.8,101699.3,94127,86387,77458.3,40280,33101,32218,29569,26513,1541250
Arkansas,2011,115241.8,121331.4,97691.8,105697.6,100449.5,91406,80992.6,41286,33242,34181,31103,27560,1561929
Arkansas,2012,116616.2,126850,98540.8,108836,107007.4,97557.8,83237.7,43018,33417,36289,33084,28228,1565109
Arkansas,2013,119842.8,125299.8,99397.4,114021.1,107209.3,96883.6,85154.6,42409,33642,36286,32791,28821,1569358
Arkansas,2014,121409.4,130572.4,102073.7,117388.7,113171.5,102362.7,88584.1,44097,34472,38220,34570,29916,1587408
Arkansas,2015,121532.5,134940.8,105531.4,118573.6,116632.4,105216,91366,45431,35530,39267,35424,30761,1610799
Arkansas,2016,123034.9,136781.6,108118.3,120987.4,119758.8,107887.7,94866.1,45893,36276,40181,36198,31829,1629734
Arkansas,2017,123882.6,140074.1,110659.9,123882.6,123825.4,111671.5,98052.5,46837,37001,41403,37340,32786,1639903
Arkansas,2018,126371.2,145306.2,115087.9,129213.8,128970.8,117322.8,102359.8,48481,38399,43031,39144,34152,1658212
Arkansas,2019,127220,144945.1,114966.5,132625.8,131394.8,119267.7,104412.9,48247,38269,43737,39700,34756,1663305
Arkansas,2020,128395.6,154321,114466.8,136145.9,142072.2,129589.7,105667.7,51195,37974,47129,42988,35053,1639041
Arkansas,2021,137634.8,165505.2,123114.5,154261.8,161493.9,145837.8,119364.8,54650,40653,53353,48181,39435,1684580
Arkansas,2022,138672,167211.7,127801.5,167863.5,163688.6,145592.6,128922.2,54888,41952,53709,47771,42301,1744586
Arkansas,2023,141968,169738.3,130245.1,178114.8,173568.3,158225.2,136285.7,55330,42456,56547,51548,44401,1789021
Arkansas,2024,147389.9,NA,NA,188339.6,183201.8,167194.3,142864,NA,NA,59320,54137,46259,1805358
California,2001,1784567.7,NA,NA,1373270.8,1169366.4,988772.1,886833.1,NA,NA,33915,28677,25721,19341458
California,2002,1821509.5,NA,NA,1419321.8,1187280.9,1040694.4,924960.4,NA,NA,34047,29843,26525,19358251
California,2003,1895287.6,NA,NA,1498578,1240604.2,1098063.6,975445.5,NA,NA,35191,31148,27670,19478732
California,2004,1956745.5,NA,NA,1585081.4,1315172.2,1164414.7,1041764.2,NA,NA,36969,32732,29284,19784214
California,2005,2042141,NA,NA,1698858.4,1387883.8,1209975.6,1114921,NA,NA,38737,33772,31119,20126936
California,2006,2120435.4,NA,NA,1812161.6,1493217,1295546.9,1186034.5,NA,NA,41454,35966,32926,20505244
California,2007,2168940.4,NA,NA,1900220.4,1561307.2,1346007.1,1256410.5,NA,NA,43070,37131,34659,20888508
California,2008,2192331.8,1603306,1306204.6,1946241.5,1588294.5,1376342.8,1295036.3,43801,35684,43391,37601,35379,20654365
California,2009,2110679.4,1567285.7,1274423.7,1879809.5,1539818.7,1378288.7,1253678.5,42404,34480,41660,37290,33919,19837727
California,2010,2153852.8,1624234.9,1307631.2,1938603.3,1609997.5,1431825.6,1297976.1,43519,35036,43137,38364,34777,19642544
California,2011,2192887.2,1688931.8,1333097.2,2014050.3,1713428,1504645.4,1354341.6,44857,35406,45508,39963,35971,19986185
California,2012,2255437.3,1753099.3,1359471.1,2108873.1,1814763,1590509.7,1409173.4,46169,35802,47793,41887,37111,20666919
California,2013,2340335.3,1755250.2,1384534.2,2223300.9,1840885.3,1587112.7,1453927.1,45838,36157,48074,41447,37969,21318697
California,2014,2428675.7,1834858.3,1426319.2,2342218.8,1955718,1679406.9,1522216.3,47489,36915,50617,43466,39397,21996861
California,2015,2545979.5,1951176.5,1482241.1,2487156.4,2097049.6,1786764.4,1595724.1,50073,38038,53816,45853,40951,22687175
California,2016,2623711.7,2033539.5,1542765.3,2586485.2,2191138,1871763.1,1665899,51845,39332,55862,47720,42472,23177961
California,2017,2740550.3,2073859,1579558.4,2740550.3,2295048.7,1961488.7,1752123.2,52604,40066,58214,49753,44443,23548874
California,2018,2850970.3,2114414.8,1624412,2899530.9,2411055.1,2057748.6,1856117.3,53481,41087,60984,52048,46948,24077466
California,2019,2969609,2211989,1687489.6,3068629.7,2539747.4,2171147.1,1941141,55932,42669,64219,54899,49083,24224461
California,2020,2930654.6,2370495,1612029.1,3072927.6,2770488.8,2372909.3,1888671.1,60008,40808,70100,60040,47788,23156746
California,2021,3151112.5,2473737.1,1768939.6,3418256.1,3019215.7,2531517.1,2156665.6,63194,45189,77134,64674,55098,23932245
California,2022,3147211.4,2300588.4,1815443,3618289.7,3021645.5,2491899.5,2369104.1,58928,46501,77196,63662,60525,24941794
California,2023,3204016.4,2335587.4,1862351.9,3827007.3,3182779.3,2725739.6,2523160.2,59940,47795,81196,69536,64368,25260641
California,2024,3306928.6,NA,NA,4048108.1,3400237.3,2905441.4,2664167.6,NA,NA,86232,73684,67565,25583169
Colorado,2001,242650.1,NA,NA,185848.9,154066.7,132523.8,123305.4,NA,NA,34812,29944,27861,2941583
Colorado,2002,243701.9,NA,NA,189604.6,154492.3,136160.2,126789.8,NA,NA,34405,30322,28236,2916933
Colorado,2003,246017.4,NA,NA,195137.6,157405.3,140456.1,132387.1,NA,NA,34757,31014,29233,2908611
Colorado,2004,250069.3,NA,NA,203743.3,163568.5,145983.9,140464.2,NA,NA,35753,31909,30702,2958370
Colorado,2005,261992.9,NA,NA,220803.8,174247.8,153717.8,148825.1,NA,NA,37619,33187,32131,3036659
Colorado,2006,268190.8,NA,NA,232853.6,188197,164602.5,158054.6,NA,NA,39869,34870,33483,3109365
Colorado,2007,278733.8,NA,NA,248571.6,200611.2,174261.5,167441.9,NA,NA,41760,36275,34856,3217965
Colorado,2008,281803.3,228236.2,188107.8,257606.1,210065.8,183754.7,173274.1,46677,38470,42961,37580,35436,3251120
Colorado,2009,275659.1,220217.9,187581.5,249817.1,200170,180175.7,170721.1,44290,37726,40258,36237,34335,3164474
Colorado,2010,279385.6,226621.4,193290.8,256771.8,206053.4,184323.2,175992.9,44903,38299,40827,36522,34871,3143662
Colorado,2011,283963.8,233652,192643.3,266114.1,223873.9,197828.9,184841.9,45646,37634,43735,38647,36110,3204104
Colorado,2012,289339.5,242375.6,194602.5,274738.8,236033,208823.5,189763.8,46717,37509,45495,40250,36576,3262912
Colorado,2013,301484.1,251229.7,201435.1,291265.3,247816.7,217662.1,198951,47737,38275,47088,41359,37803,3357156
Colorado,2014,315399,268506.2,210537.6,309223.9,268453.1,235238.8,210765.5,50261,39410,50251,44034,39453,3467715
Colorado,2015,330526.1,279326.6,221798.9,320895.9,279696,243622.7,222464.3,51333,40761,51401,44772,40883,3574253
Colorado,2016,337685.2,281611.3,231600.3,330565.9,283678.7,246133.3,233801.6,50938,41892,51312,44521,42290,3666709
Colorado,2017,350209.1,295345.2,240861.8,350209.1,303366.7,264253.1,247983.2,52744,43014,54176,47191,44286,3760708
Colorado,2018,365204.5,321261.3,255814.8,373923.1,328112.7,288001.5,261807.9,56591,45062,57798,50732,46118,3857981
Colorado,2019,383725.6,331900.2,260194.4,397843.6,351476,307807.3,276054.3,57865,45363,61278,53664,48128,3894321
Colorado,2020,380544,345630.9,252603.2,396981.1,374449.3,329778,274438.5,59744,43664,64704,56985,47422,3821182
Colorado,2021,406309.2,372693,281873.9,445781.3,418190.2,363060.9,316057.8,64129,48502,71928,62446,54361,3987514
Colorado,2022,422576.1,377585.6,295600.9,499197.4,448676.8,383057.9,351052.6,64644,50608,76685,65470,59999,4108115
Colorado,2023,440225.2,385503.9,306884.9,533268.6,473104.6,417802,374380.5,65589,52213,80169,70798,63440,4250108
Colorado,2024,448838.5,NA,NA,557633,494798.6,437952.8,395863.4,NA,NA,83055,73513,66448,4267582
Connecticut,2001,236338.1,NA,NA,171124.4,154585.9,125846.6,105264,NA,NA,45032,36660,30664,2125253
Connecticut,2002,234307.3,NA,NA,172929.7,154452.8,131256,109481.5,NA,NA,44656,37949,31654,2117721
Connecticut,2003,236719.1,NA,NA,177814.8,156438.6,134382.6,115064.8,NA,NA,44898,38568,33023,2112277
Connecticut,2004,252680.8,NA,NA,194722.9,164657.4,141075.9,122069.8,NA,NA,47098,40352,34916,2144316
Connecticut,2005,258203.7,NA,NA,204504.6,173328.8,146014.1,129412.4,NA,NA,49424,41636,36902,2171965
Connecticut,2006,269478.6,NA,NA,219812.2,187213.1,156951.9,136179.5,NA,NA,53224,44621,38715,2202093
Connecticut,2007,278485.4,NA,NA,232626.8,201450.4,166863.3,141740.4,NA,NA,57112,47307,40184,2245723
Connecticut,2008,277793.2,218101.9,148173.2,236110.7,214658.2,180625.9,145953.3,61514,41791,60543,50944,41165,2256077
Connecticut,2009,265530.8,215629.8,145062.2,231628,212233.8,186416.4,142958.8,60539,40727,59586,52338,40137,2196171
Connecticut,2010,266773.4,227260.5,151482,234022.2,219801.3,191948.2,146714.3,63476,42310,61392,53613,40978,2171940
Connecticut,2011,261555.8,226382.8,150748.7,233058.7,226305.8,194389.7,150910.1,62986,41942,62964,54085,41987,2206253
Connecticut,2012,263649.9,225685.1,152339.8,239907.5,229133.1,196342,154874.3,62600,42255,63556,54461,42958,2223243
Connecticut,2013,258911,217256.9,153654.3,240549.2,223834.3,187172.5,158507.2,60178,42561,62000,51845,43905,2246505
Connecticut,2014,260605.8,224560.1,158219.2,247114.7,233084,195077.7,164435.2,62126,43772,64484,53970,45492,2266061
Connecticut,2015,268869.8,228819.1,161087.9,260648.5,239184.9,199677.4,168667.3,63352,44599,66222,55283,46698,2288144
Connecticut,2016,268196.2,231104.6,162462.4,264760.4,243698.7,205557.5,171683.8,64060,45033,67551,56979,47589,2301331
Connecticut,2017,273875.1,233286,165214,273875.1,249451.1,210110.4,177076.1,64666,45797,69147,58242,49085,2300273
Connecticut,2018,274582.8,245903.7,173063.7,280535.4,260582.2,221036.5,183771.4,68094,47924,72159,61208,50889,2314465
Connecticut,2019,275225.4,249155.8,173553.7,286451.9,267564.2,227041.7,186723.7,69073,48114,74176,62942,51765,2297925
Connecticut,2020,261737.1,250633.4,167724.2,278747.9,275029.8,233661.8,184450.9,70057,46882,76826,65270,51524,2217480
Connecticut,2021,270779.8,263467,183420.2,297366,296291.5,248453,205487.5,73110,50898,82152,68888,56975,2289367
Connecticut,2022,279348.5,248930.8,179159,321625.2,309011.4,252040.7,220822.4,68981,49646,85411,69664,61036,2353654
Connecticut,2023,283228.5,260582.5,188560.7,341851.8,328729.9,278436.2,233572.6,72040,52129,90235,76430,64115,2420056
Connecticut,2024,286160.1,NA,NA,356834.9,349377.1,296556.5,244923.5,NA,NA,95067,80694,66645,2430624
Delaware,2001,65724.8,NA,NA,46373.8,29374.8,25551.3,22492.1,NA,NA,36917,32112,28267,502735
Delaware,2002,63702.5,NA,NA,45865.4,30360.3,27016.5,23667,NA,NA,37660,33512,29357,500634
Delaware,2003,64316.8,NA,NA,47839.6,31071.8,27861.5,25210.7,NA,NA,37985,34060,30820,504089
Delaware,2004,67735.5,NA,NA,51674.1,32271.3,28836.8,26974.2,NA,NA,38843,34710,32468,518094
Delaware,2005,66381.2,NA,NA,52048.6,33073.3,29078.3,28896.5,NA,NA,39133,34406,34191,528665
Delaware,2006,68411.8,NA,NA,55567.7,35003.1,30756.8,30342.5,NA,NA,40736,35794,35312,537096
Delaware,2007,68132.4,NA,NA,56705.6,36211.4,31777.6,32247.5,NA,NA,41539,36453,36992,544935
Delaware,2008,65771.3,40590.1,36696.1,55250.8,36462.9,32065.8,32991.9,45923,41517,41254,36279,37327,544865
Delaware,2009,69186.2,40366.5,35898.2,57729.9,36610.7,33163.3,32599.5,45268,40257,41056,37190,36558,525596
Delaware,2010,68291.9,40290.5,36712.6,58132.2,36980.8,33422.1,33743.9,44778,40802,41100,37145,37503,522361
Delaware,2011,71103.5,42736.6,37849.8,61379.4,39760.6,35455.8,35263.8,47055,41675,43779,39039,38827,530360
Delaware,2012,70562.4,42700,38291.9,62342.1,40122.6,35844.3,36028.7,46582,41774,43771,39103,39305,534253
Delaware,2013,68656.8,43131.6,39146.9,62058.2,40677.8,36092,36966.7,46593,42289,43943,38989,39934,544691
Delaware,2014,73961.7,43866.2,39894.5,68606,42422.9,37683.7,38631.3,46902,42655,45359,40291,41305,556449
Delaware,2015,76211.2,46905.4,41521.9,72352.5,44626.3,39461.6,39570.6,49650,43952,47238,41771,41886,568832
Delaware,2016,71941.4,47544.3,41901.2,70021.5,45928.4,40638.2,40564,49881,43961,48186,42636,42558,578605
Delaware,2017,69555.6,48891.9,42804.6,69555.6,48077.1,42485.7,42189.8,50844,44514,49997,44182,43874,584693
Delaware,2018,70856.4,50602,43890.4,73376,51150.4,45357.3,44457.3,52105,45194,52670,46705,45778,597021
Delaware,2019,74627.8,51689.3,44833,78710.5,52774.4,46448.5,45859.5,52672,45685,53778,47332,46731,602769
Delaware,2020,72728.8,54506.3,44161.1,77757.2,55069.8,48597.9,44707.9,54954,44523,55518,48993,45072,592176
Delaware,2021,75205.5,56546.4,48142.8,83554.7,60175.9,52565,51169.3,56272,47909,59873,52300,50912,619925
Delaware,2022,81111.8,57377.3,49312.6,97030.4,65386.9,55977.4,56040.2,56282,48371,64066,54846,54908,642859
Delaware,2023,82090.9,57719.5,49762.5,103332.5,66943.8,58562.7,59796.3,55936,48225,64591,56505,57695,669568
Delaware,2024,85350.5,NA,NA,110971.8,71594.2,62747.2,63253.1,NA,NA,68061,59650,60131,674338
District of Columbia,2001,96185.3,NA,NA,65620,25742.9,21629.8,23350.2,NA,NA,44809,37650,40644,741793
District of Columbia,2002,99014.7,NA,NA,70078,25863.4,22356.7,24355.2,NA,NA,45124,39006,42493,757395
District of Columbia,2003,100969.4,NA,NA,74047,26138.6,22646.5,25661.4,NA,NA,45978,39835,45139,754584
District of Columbia,2004,106547.2,NA,NA,80600.7,28379.7,24563.9,27467.8,NA,NA,49986,43265,48380,763451
District of Columbia,2005,108884.1,NA,NA,85414.5,29880.4,25516.2,29000.6,NA,NA,52686,44991,51135,769777
District of Columbia,2006,108848.3,NA,NA,88350.9,31606.5,26908,30639.4,NA,NA,55384,47151,53689,777513
District of Columbia,2007,112287.6,NA,NA,94013.8,34095.7,28669.4,32114.9,NA,NA,59358,49912,55910,788384
District of Columbia,2008,116213.7,35121.3,33318.5,99240.4,35167.5,29810.1,33389.8,60529,57422,60609,51376,57545,794904
District of Columbia,2009,115646,35401.9,32619.3,100430.1,35540,30977.9,32788.1,59777,55079,60011,52307,55364,795923
District of Columbia,2010,120393.2,37023.1,33428.4,106128.6,38212.4,33528.2,34550.3,61224,55279,63190,55444,57135,809128
District of Columbia,2011,122636.4,39115,33989.3,109953.9,41361.1,35780.5,35991.9,63348,55047,66985,57947,58290,826749
District of Columbia,2012,123567.9,40381.8,35324.2,112512.7,42582.3,36504.6,37299,64033,56013,67522,57885,59144,834391
District of Columbia,2013,124094.8,39771.6,35811.7,114832.7,43213.8,36636.6,38960.6,61738,55591,67081,56871,60479,848230
District of Columbia,2014,126883.9,41606.2,36612.6,119998,46124,39080.4,40640.2,63619,55984,70527,59757,62142,860668
District of Columbia,2015,129110.2,45162.5,38244.7,124753.6,49741.7,41864.1,42193,67900,57499,74784,62941,63435,873204
District of Columbia,2016,132217.8,47313.5,39353.3,129933.5,52190.6,44223.5,43503.2,70258,58437,77500,65669,64600,892796
District of Columbia,2017,134298.8,49311.5,41134.1,134298.8,54158.7,45919.1,45283.3,72446,60432,79567,67462,66528,902843
District of Columbia,2018,138056.8,49662.2,42099.6,141240.2,56395.7,47652.8,47906,72449,61417,82272,69518,69887,914319
